Hexa,Instruction,Type
04e1,"add al, 0xe1",2-byte
04e2,"add al, 0xe2",2-byte
04e3,"add al, 0xe3",2-byte
04e4,"add al, 0xe4",2-byte
04e5,"add al, 0xe5",2-byte
04e6,"add al, 0xe6",2-byte
04e7,"add al, 0xe7",2-byte
04e8,"add al, 0xe8",2-byte
04e9,"add al, 0xe9",2-byte
04ea,"add al, 0xea",2-byte
04eb,"add al, 0xeb",2-byte
04ec,"add al, 0xec",2-byte
04ed,"add al, 0xed",2-byte
04ee,"add al, 0xee",2-byte
04ef,"add al, 0xef",2-byte
04f0,"add al, 0xf0",2-byte
04f1,"add al, 0xf1",2-byte
04f2,"add al, 0xf2",2-byte
04f3,"add al, 0xf3",2-byte
04f4,"add al, 0xf4",2-byte
04f5,"add al, 0xf5",2-byte
04f6,"add al, 0xf6",2-byte
04f7,"add al, 0xf7",2-byte
04f8,"add al, 0xf8",2-byte
04f9,"add al, 0xf9",2-byte
04fa,"add al, 0xfa",2-byte
04fb,"add al, 0xfb",2-byte
04fc,"add al, 0xfc",2-byte
04fd,"add al, 0xfd",2-byte
04fe,"add al, 0xfe",2-byte
04ff,"add al, 0xff",2-byte
0800,"or byte ptr [rax], al",2-byte
0801,"or byte ptr [rcx], al",2-byte
0802,"or byte ptr [rdx], al",2-byte
0803,"or byte ptr [rbx], al",2-byte
0806,"or byte ptr [rsi], al",2-byte
0807,"or byte ptr [rdi], al",2-byte
0808,"or byte ptr [rax], cl",2-byte
0809,"or byte ptr [rcx], cl",2-byte
080a,"or byte ptr [rdx], cl",2-byte
080b,"or byte ptr [rbx], cl",2-byte
080e,"or byte ptr [rsi], cl",2-byte
080f,"or byte ptr [rdi], cl",2-byte
0810,"or byte ptr [rax], dl",2-byte
0811,"or byte ptr [rcx], dl",2-byte
0812,"or byte ptr [rdx], dl",2-byte
0813,"or byte ptr [rbx], dl",2-byte
0816,"or byte ptr [rsi], dl",2-byte
0817,"or byte ptr [rdi], dl",2-byte
0818,"or byte ptr [rax], bl",2-byte
0819,"or byte ptr [rcx], bl",2-byte
081a,"or byte ptr [rdx], bl",2-byte
081b,"or byte ptr [rbx], bl",2-byte
081e,"or byte ptr [rsi], bl",2-byte
081f,"or byte ptr [rdi], bl",2-byte
0820,"or byte ptr [rax], ah",2-byte
0821,"or byte ptr [rcx], ah",2-byte
0822,"or byte ptr [rdx], ah",2-byte
0823,"or byte ptr [rbx], ah",2-byte
0826,"or byte ptr [rsi], ah",2-byte
0827,"or byte ptr [rdi], ah",2-byte
0828,"or byte ptr [rax], ch",2-byte
0829,"or byte ptr [rcx], ch",2-byte
082a,"or byte ptr [rdx], ch",2-byte
082b,"or byte ptr [rbx], ch",2-byte
082e,"or byte ptr [rsi], ch",2-byte
082f,"or byte ptr [rdi], ch",2-byte
0830,"or byte ptr [rax], dh",2-byte
0831,"or byte ptr [rcx], dh",2-byte
0832,"or byte ptr [rdx], dh",2-byte
0833,"or byte ptr [rbx], dh",2-byte
0836,"or byte ptr [rsi], dh",2-byte
0837,"or byte ptr [rdi], dh",2-byte
0838,"or byte ptr [rax], bh",2-byte
0839,"or byte ptr [rcx], bh",2-byte
083a,"or byte ptr [rdx], bh",2-byte
083b,"or byte ptr [rbx], bh",2-byte
083e,"or byte ptr [rsi], bh",2-byte
083f,"or byte ptr [rdi], bh",2-byte
08c0,"or al, al",2-byte
08c1,"or cl, al",2-byte
08c2,"or dl, al",2-byte
08c3,"or bl, al",2-byte
08c4,"or ah, al",2-byte
08c5,"or ch, al",2-byte
08c6,"or dh, al",2-byte
08c7,"or bh, al",2-byte
08c8,"or al, cl",2-byte
08c9,"or cl, cl",2-byte
08ca,"or dl, cl",2-byte
08cb,"or bl, cl",2-byte
08cc,"or ah, cl",2-byte
08cd,"or ch, cl",2-byte
08ce,"or dh, cl",2-byte
08cf,"or bh, cl",2-byte
08d0,"or al, dl",2-byte
08d1,"or cl, dl",2-byte
08d2,"or dl, dl",2-byte
08d3,"or bl, dl",2-byte
08d4,"or ah, dl",2-byte
08d5,"or ch, dl",2-byte
08d6,"or dh, dl",2-byte
08d7,"or bh, dl",2-byte
08d8,"or al, bl",2-byte
08d9,"or cl, bl",2-byte
08da,"or dl, bl",2-byte
08db,"or bl, bl",2-byte
08dc,"or ah, bl",2-byte
08dd,"or ch, bl",2-byte
08de,"or dh, bl",2-byte
08df,"or bh, bl",2-byte
08e0,"or al, ah",2-byte
08e1,"or cl, ah",2-byte
08e2,"or dl, ah",2-byte
08e3,"or bl, ah",2-byte
08e4,"or ah, ah",2-byte
08e5,"or ch, ah",2-byte
08e6,"or dh, ah",2-byte
08e7,"or bh, ah",2-byte
08e8,"or al, ch",2-byte
08e9,"or cl, ch",2-byte
08ea,"or dl, ch",2-byte
08eb,"or bl, ch",2-byte
08ec,"or ah, ch",2-byte
08ed,"or ch, ch",2-byte
08ee,"or dh, ch",2-byte
08ef,"or bh, ch",2-byte
08f0,"or al, dh",2-byte
08f1,"or cl, dh",2-byte
08f2,"or dl, dh",2-byte
08f3,"or bl, dh",2-byte
08f4,"or ah, dh",2-byte
08f5,"or ch, dh",2-byte
08f6,"or dh, dh",2-byte
08f7,"or bh, dh",2-byte
08f8,"or al, bh",2-byte
08f9,"or cl, bh",2-byte
08fa,"or dl, bh",2-byte
08fb,"or bl, bh",2-byte
08fc,"or ah, bh",2-byte
08fd,"or ch, bh",2-byte
08fe,"or dh, bh",2-byte
08ff,"or bh, bh",2-byte
0900,"or dword ptr [rax], eax",2-byte
0901,"or dword ptr [rcx], eax",2-byte
0902,"or dword ptr [rdx], eax",2-byte
0903,"or dword ptr [rbx], eax",2-byte
0906,"or dword ptr [rsi], eax",2-byte
0907,"or dword ptr [rdi], eax",2-byte
0908,"or dword ptr [rax], ecx",2-byte
0909,"or dword ptr [rcx], ecx",2-byte
090a,"or dword ptr [rdx], ecx",2-byte
090b,"or dword ptr [rbx], ecx",2-byte
090e,"or dword ptr [rsi], ecx",2-byte
090f,"or dword ptr [rdi], ecx",2-byte
0910,"or dword ptr [rax], edx",2-byte
0911,"or dword ptr [rcx], edx",2-byte
0912,"or dword ptr [rdx], edx",2-byte
0913,"or dword ptr [rbx], edx",2-byte
0916,"or dword ptr [rsi], edx",2-byte
0917,"or dword ptr [rdi], edx",2-byte
0918,"or dword ptr [rax], ebx",2-byte
0919,"or dword ptr [rcx], ebx",2-byte
091a,"or dword ptr [rdx], ebx",2-byte
091b,"or dword ptr [rbx], ebx",2-byte
091e,"or dword ptr [rsi], ebx",2-byte
091f,"or dword ptr [rdi], ebx",2-byte
0920,"or dword ptr [rax], esp",2-byte
0921,"or dword ptr [rcx], esp",2-byte
0922,"or dword ptr [rdx], esp",2-byte
0923,"or dword ptr [rbx], esp",2-byte
0926,"or dword ptr [rsi], esp",2-byte
0927,"or dword ptr [rdi], esp",2-byte
0928,"or dword ptr [rax], ebp",2-byte
0929,"or dword ptr [rcx], ebp",2-byte
092a,"or dword ptr [rdx], ebp",2-byte
092b,"or dword ptr [rbx], ebp",2-byte
092e,"or dword ptr [rsi], ebp",2-byte
092f,"or dword ptr [rdi], ebp",2-byte
0930,"or dword ptr [rax], esi",2-byte
0931,"or dword ptr [rcx], esi",2-byte
0932,"or dword ptr [rdx], esi",2-byte
0933,"or dword ptr [rbx], esi",2-byte
0936,"or dword ptr [rsi], esi",2-byte
0937,"or dword ptr [rdi], esi",2-byte
0938,"or dword ptr [rax], edi",2-byte
0939,"or dword ptr [rcx], edi",2-byte
093a,"or dword ptr [rdx], edi",2-byte
093b,"or dword ptr [rbx], edi",2-byte
093e,"or dword ptr [rsi], edi",2-byte
093f,"or dword ptr [rdi], edi",2-byte
09c0,"or eax, eax",2-byte
09c1,"or ecx, eax",2-byte
09c2,"or edx, eax",2-byte
09c3,"or ebx, eax",2-byte
09c4,"or esp, eax",2-byte
09c5,"or ebp, eax",2-byte
09c6,"or esi, eax",2-byte
09c7,"or edi, eax",2-byte
09c8,"or eax, ecx",2-byte
09c9,"or ecx, ecx",2-byte
09ca,"or edx, ecx",2-byte
09cb,"or ebx, ecx",2-byte
09cc,"or esp, ecx",2-byte
09cd,"or ebp, ecx",2-byte
09ce,"or esi, ecx",2-byte
09cf,"or edi, ecx",2-byte
09d0,"or eax, edx",2-byte
09d1,"or ecx, edx",2-byte
09d2,"or edx, edx",2-byte
09d3,"or ebx, edx",2-byte
09d4,"or esp, edx",2-byte
09d5,"or ebp, edx",2-byte
09d6,"or esi, edx",2-byte
09d7,"or edi, edx",2-byte
09d8,"or eax, ebx",2-byte
09d9,"or ecx, ebx",2-byte
09da,"or edx, ebx",2-byte
09db,"or ebx, ebx",2-byte
09dc,"or esp, ebx",2-byte
09dd,"or ebp, ebx",2-byte
09de,"or esi, ebx",2-byte
09df,"or edi, ebx",2-byte
09e0,"or eax, esp",2-byte
09e1,"or ecx, esp",2-byte
09e2,"or edx, esp",2-byte
09e3,"or ebx, esp",2-byte
09e4,"or esp, esp",2-byte
09e5,"or ebp, esp",2-byte
09e6,"or esi, esp",2-byte
09e7,"or edi, esp",2-byte
09e8,"or eax, ebp",2-byte
09e9,"or ecx, ebp",2-byte
09ea,"or edx, ebp",2-byte
09eb,"or ebx, ebp",2-byte
09ec,"or esp, ebp",2-byte
09ed,"or ebp, ebp",2-byte
09ee,"or esi, ebp",2-byte
09ef,"or edi, ebp",2-byte
09f0,"or eax, esi",2-byte
09f1,"or ecx, esi",2-byte
09f2,"or edx, esi",2-byte
09f3,"or ebx, esi",2-byte
09f4,"or esp, esi",2-byte
09f5,"or ebp, esi",2-byte
09f6,"or esi, esi",2-byte
09f7,"or edi, esi",2-byte
09f8,"or eax, edi",2-byte
09f9,"or ecx, edi",2-byte
09fa,"or edx, edi",2-byte
09fb,"or ebx, edi",2-byte
09fc,"or esp, edi",2-byte
09fd,"or ebp, edi",2-byte
09fe,"or esi, edi",2-byte
09ff,"or edi, edi",2-byte
0a00,"or al, byte ptr [rax]",2-byte
0a01,"or al, byte ptr [rcx]",2-byte
0a02,"or al, byte ptr [rdx]",2-byte
0a03,"or al, byte ptr [rbx]",2-byte
0a06,"or al, byte ptr [rsi]",2-byte
0a07,"or al, byte ptr [rdi]",2-byte
0a08,"or cl, byte ptr [rax]",2-byte
0a09,"or cl, byte ptr [rcx]",2-byte
0a0a,"or cl, byte ptr [rdx]",2-byte
0a0b,"or cl, byte ptr [rbx]",2-byte
0a0e,"or cl, byte ptr [rsi]",2-byte
0a0f,"or cl, byte ptr [rdi]",2-byte
0a10,"or dl, byte ptr [rax]",2-byte
0a11,"or dl, byte ptr [rcx]",2-byte
0a12,"or dl, byte ptr [rdx]",2-byte
0a13,"or dl, byte ptr [rbx]",2-byte
0a16,"or dl, byte ptr [rsi]",2-byte
0a17,"or dl, byte ptr [rdi]",2-byte
0a18,"or bl, byte ptr [rax]",2-byte
0a19,"or bl, byte ptr [rcx]",2-byte
0a1a,"or bl, byte ptr [rdx]",2-byte
0a1b,"or bl, byte ptr [rbx]",2-byte
0a1e,"or bl, byte ptr [rsi]",2-byte
0a1f,"or bl, byte ptr [rdi]",2-byte
0a20,"or ah, byte ptr [rax]",2-byte
0a21,"or ah, byte ptr [rcx]",2-byte
0a22,"or ah, byte ptr [rdx]",2-byte
0a23,"or ah, byte ptr [rbx]",2-byte
0a26,"or ah, byte ptr [rsi]",2-byte
0a27,"or ah, byte ptr [rdi]",2-byte
0a28,"or ch, byte ptr [rax]",2-byte
0a29,"or ch, byte ptr [rcx]",2-byte
0a2a,"or ch, byte ptr [rdx]",2-byte
0a2b,"or ch, byte ptr [rbx]",2-byte
0a2e,"or ch, byte ptr [rsi]",2-byte
0a2f,"or ch, byte ptr [rdi]",2-byte
0a30,"or dh, byte ptr [rax]",2-byte
0a31,"or dh, byte ptr [rcx]",2-byte
0a32,"or dh, byte ptr [rdx]",2-byte
0a33,"or dh, byte ptr [rbx]",2-byte
0a36,"or dh, byte ptr [rsi]",2-byte
0a37,"or dh, byte ptr [rdi]",2-byte
0a38,"or bh, byte ptr [rax]",2-byte
0a39,"or bh, byte ptr [rcx]",2-byte
0a3a,"or bh, byte ptr [rdx]",2-byte
0a3b,"or bh, byte ptr [rbx]",2-byte
0a3e,"or bh, byte ptr [rsi]",2-byte
0a3f,"or bh, byte ptr [rdi]",2-byte
0ac0,"or al, al",2-byte
0ac1,"or al, cl",2-byte
0ac2,"or al, dl",2-byte
0ac3,"or al, bl",2-byte
0ac4,"or al, ah",2-byte
0ac5,"or al, ch",2-byte
0ac6,"or al, dh",2-byte
0ac7,"or al, bh",2-byte
0ac8,"or cl, al",2-byte
0ac9,"or cl, cl",2-byte
0aca,"or cl, dl",2-byte
0acb,"or cl, bl",2-byte
0acc,"or cl, ah",2-byte
0acd,"or cl, ch",2-byte
0ace,"or cl, dh",2-byte
0acf,"or cl, bh",2-byte
0ad0,"or dl, al",2-byte
0ad1,"or dl, cl",2-byte
0ad2,"or dl, dl",2-byte
0ad3,"or dl, bl",2-byte
0ad4,"or dl, ah",2-byte
0ad5,"or dl, ch",2-byte
0ad6,"or dl, dh",2-byte
0ad7,"or dl, bh",2-byte
0ad8,"or bl, al",2-byte
0ad9,"or bl, cl",2-byte
0ada,"or bl, dl",2-byte
0adb,"or bl, bl",2-byte
0adc,"or bl, ah",2-byte
0add,"or bl, ch",2-byte
0ade,"or bl, dh",2-byte
0adf,"or bl, bh",2-byte
0ae0,"or ah, al",2-byte
0ae1,"or ah, cl",2-byte
0ae2,"or ah, dl",2-byte
0ae3,"or ah, bl",2-byte
0ae4,"or ah, ah",2-byte
0ae5,"or ah, ch",2-byte
0ae6,"or ah, dh",2-byte
0ae7,"or ah, bh",2-byte
0ae8,"or ch, al",2-byte
0ae9,"or ch, cl",2-byte
0aea,"or ch, dl",2-byte
0aeb,"or ch, bl",2-byte
0aec,"or ch, ah",2-byte
0aed,"or ch, ch",2-byte
0aee,"or ch, dh",2-byte
0aef,"or ch, bh",2-byte
0af0,"or dh, al",2-byte
0af1,"or dh, cl",2-byte
0af2,"or dh, dl",2-byte
0af3,"or dh, bl",2-byte
0af4,"or dh, ah",2-byte
0af5,"or dh, ch",2-byte
0af6,"or dh, dh",2-byte
0af7,"or dh, bh",2-byte
0af8,"or bh, al",2-byte
0af9,"or bh, cl",2-byte
0afa,"or bh, dl",2-byte
0afb,"or bh, bl",2-byte
0afc,"or bh, ah",2-byte
0afd,"or bh, ch",2-byte
0afe,"or bh, dh",2-byte
0aff,"or bh, bh",2-byte
0b00,"or eax, dword ptr [rax]",2-byte
0b01,"or eax, dword ptr [rcx]",2-byte
0b02,"or eax, dword ptr [rdx]",2-byte
0b03,"or eax, dword ptr [rbx]",2-byte
0b06,"or eax, dword ptr [rsi]",2-byte
0b07,"or eax, dword ptr [rdi]",2-byte
0b08,"or ecx, dword ptr [rax]",2-byte
0b09,"or ecx, dword ptr [rcx]",2-byte
0b0a,"or ecx, dword ptr [rdx]",2-byte
0b0b,"or ecx, dword ptr [rbx]",2-byte
0b0e,"or ecx, dword ptr [rsi]",2-byte
0b0f,"or ecx, dword ptr [rdi]",2-byte
0b10,"or edx, dword ptr [rax]",2-byte
0b11,"or edx, dword ptr [rcx]",2-byte
0b12,"or edx, dword ptr [rdx]",2-byte
0b13,"or edx, dword ptr [rbx]",2-byte
0b16,"or edx, dword ptr [rsi]",2-byte
0b17,"or edx, dword ptr [rdi]",2-byte
0b18,"or ebx, dword ptr [rax]",2-byte
0b19,"or ebx, dword ptr [rcx]",2-byte
0b1a,"or ebx, dword ptr [rdx]",2-byte
0b1b,"or ebx, dword ptr [rbx]",2-byte
0b1e,"or ebx, dword ptr [rsi]",2-byte
0b1f,"or ebx, dword ptr [rdi]",2-byte
0b20,"or esp, dword ptr [rax]",2-byte
0b21,"or esp, dword ptr [rcx]",2-byte
0b22,"or esp, dword ptr [rdx]",2-byte
0b23,"or esp, dword ptr [rbx]",2-byte
0b26,"or esp, dword ptr [rsi]",2-byte
0b27,"or esp, dword ptr [rdi]",2-byte
0b28,"or ebp, dword ptr [rax]",2-byte
0b29,"or ebp, dword ptr [rcx]",2-byte
0b2a,"or ebp, dword ptr [rdx]",2-byte
0b2b,"or ebp, dword ptr [rbx]",2-byte
0b2e,"or ebp, dword ptr [rsi]",2-byte
0b2f,"or ebp, dword ptr [rdi]",2-byte
0b30,"or esi, dword ptr [rax]",2-byte
0b31,"or esi, dword ptr [rcx]",2-byte
0b32,"or esi, dword ptr [rdx]",2-byte
0b33,"or esi, dword ptr [rbx]",2-byte
0b36,"or esi, dword ptr [rsi]",2-byte
0b37,"or esi, dword ptr [rdi]",2-byte
0b38,"or edi, dword ptr [rax]",2-byte
0b39,"or edi, dword ptr [rcx]",2-byte
0b3a,"or edi, dword ptr [rdx]",2-byte
0b3b,"or edi, dword ptr [rbx]",2-byte
0b3e,"or edi, dword ptr [rsi]",2-byte
0b3f,"or edi, dword ptr [rdi]",2-byte
0bc0,"or eax, eax",2-byte
0bc1,"or eax, ecx",2-byte
0bc2,"or eax, edx",2-byte
0bc3,"or eax, ebx",2-byte
0bc4,"or eax, esp",2-byte
0bc5,"or eax, ebp",2-byte
0bc6,"or eax, esi",2-byte
0bc7,"or eax, edi",2-byte
0bc8,"or ecx, eax",2-byte
0bc9,"or ecx, ecx",2-byte
0bca,"or ecx, edx",2-byte
0bcb,"or ecx, ebx",2-byte
0bcc,"or ecx, esp",2-byte
0bcd,"or ecx, ebp",2-byte
0bce,"or ecx, esi",2-byte
0bcf,"or ecx, edi",2-byte
0bd0,"or edx, eax",2-byte
0bd1,"or edx, ecx",2-byte
0bd2,"or edx, edx",2-byte
0bd3,"or edx, ebx",2-byte
0bd4,"or edx, esp",2-byte
0bd5,"or edx, ebp",2-byte
0bd6,"or edx, esi",2-byte
0bd7,"or edx, edi",2-byte
0bd8,"or ebx, eax",2-byte
0bd9,"or ebx, ecx",2-byte
0bda,"or ebx, edx",2-byte
0bdb,"or ebx, ebx",2-byte
0bdc,"or ebx, esp",2-byte
0bdd,"or ebx, ebp",2-byte
0bde,"or ebx, esi",2-byte
0bdf,"or ebx, edi",2-byte
0be0,"or esp, eax",2-byte
0be1,"or esp, ecx",2-byte
0be2,"or esp, edx",2-byte
0be3,"or esp, ebx",2-byte
0be4,"or esp, esp",2-byte
0be5,"or esp, ebp",2-byte
0be6,"or esp, esi",2-byte
0be7,"or esp, edi",2-byte
0be8,"or ebp, eax",2-byte
0be9,"or ebp, ecx",2-byte
0bea,"or ebp, edx",2-byte
0beb,"or ebp, ebx",2-byte
0bec,"or ebp, esp",2-byte
0bed,"or ebp, ebp",2-byte
0bee,"or ebp, esi",2-byte
0bef,"or ebp, edi",2-byte
0bf0,"or esi, eax",2-byte
0bf1,"or esi, ecx",2-byte
0bf2,"or esi, edx",2-byte
0bf3,"or esi, ebx",2-byte
0bf4,"or esi, esp",2-byte
0bf5,"or esi, ebp",2-byte
0bf6,"or esi, esi",2-byte
0bf7,"or esi, edi",2-byte
0bf8,"or edi, eax",2-byte
0bf9,"or edi, ecx",2-byte
0bfa,"or edi, edx",2-byte
0bfb,"or edi, ebx",2-byte
0bfc,"or edi, esp",2-byte
0bfd,"or edi, ebp",2-byte
0bfe,"or edi, esi",2-byte
0bff,"or edi, edi",2-byte
0c00,"or al, 0",2-byte
0c01,"or al, 1",2-byte
0c02,"or al, 2",2-byte
0c03,"or al, 3",2-byte
0c04,"or al, 4",2-byte
0c05,"or al, 5",2-byte
0c06,"or al, 6",2-byte
0c07,"or al, 7",2-byte
0c08,"or al, 8",2-byte
0c09,"or al, 9",2-byte
0c0a,"or al, 0xa",2-byte
0c0b,"or al, 0xb",2-byte
0c0c,"or al, 0xc",2-byte
0c0d,"or al, 0xd",2-byte
0c0e,"or al, 0xe",2-byte
0c0f,"or al, 0xf",2-byte
0c10,"or al, 0x10",2-byte
0c11,"or al, 0x11",2-byte
0c12,"or al, 0x12",2-byte
0c13,"or al, 0x13",2-byte
0c14,"or al, 0x14",2-byte
0c15,"or al, 0x15",2-byte
0c16,"or al, 0x16",2-byte
0c17,"or al, 0x17",2-byte
0c18,"or al, 0x18",2-byte
0c19,"or al, 0x19",2-byte
0c1a,"or al, 0x1a",2-byte
0c1b,"or al, 0x1b",2-byte
0c1c,"or al, 0x1c",2-byte
0c1d,"or al, 0x1d",2-byte
0c1e,"or al, 0x1e",2-byte
0c1f,"or al, 0x1f",2-byte
0c20,"or al, 0x20",2-byte
0c21,"or al, 0x21",2-byte
0c22,"or al, 0x22",2-byte
0c23,"or al, 0x23",2-byte
0c24,"or al, 0x24",2-byte
0c25,"or al, 0x25",2-byte
0c26,"or al, 0x26",2-byte
0c27,"or al, 0x27",2-byte
0c28,"or al, 0x28",2-byte
0c29,"or al, 0x29",2-byte
0c2a,"or al, 0x2a",2-byte
0c2b,"or al, 0x2b",2-byte
0c2c,"or al, 0x2c",2-byte
0c2d,"or al, 0x2d",2-byte
0c2e,"or al, 0x2e",2-byte
0c2f,"or al, 0x2f",2-byte
0c30,"or al, 0x30",2-byte
0c31,"or al, 0x31",2-byte
0c32,"or al, 0x32",2-byte
0c33,"or al, 0x33",2-byte
0c34,"or al, 0x34",2-byte
0c35,"or al, 0x35",2-byte
0c36,"or al, 0x36",2-byte
0c37,"or al, 0x37",2-byte
0c38,"or al, 0x38",2-byte
0c39,"or al, 0x39",2-byte
0c3a,"or al, 0x3a",2-byte
0c3b,"or al, 0x3b",2-byte
0c3c,"or al, 0x3c",2-byte
0c3d,"or al, 0x3d",2-byte
0c3e,"or al, 0x3e",2-byte
0c3f,"or al, 0x3f",2-byte
0c40,"or al, 0x40",2-byte
0c41,"or al, 0x41",2-byte
0c42,"or al, 0x42",2-byte
0c43,"or al, 0x43",2-byte
0c44,"or al, 0x44",2-byte
0c45,"or al, 0x45",2-byte
0c46,"or al, 0x46",2-byte
0c47,"or al, 0x47",2-byte
0c48,"or al, 0x48",2-byte
0c49,"or al, 0x49",2-byte
0c4a,"or al, 0x4a",2-byte
0c4b,"or al, 0x4b",2-byte
0c4c,"or al, 0x4c",2-byte
0c4d,"or al, 0x4d",2-byte
0c4e,"or al, 0x4e",2-byte
0c4f,"or al, 0x4f",2-byte
0c50,"or al, 0x50",2-byte
0c51,"or al, 0x51",2-byte
0c52,"or al, 0x52",2-byte
0c53,"or al, 0x53",2-byte
0c54,"or al, 0x54",2-byte
0c55,"or al, 0x55",2-byte
0c56,"or al, 0x56",2-byte
0c57,"or al, 0x57",2-byte
0c58,"or al, 0x58",2-byte
0c59,"or al, 0x59",2-byte
0c5a,"or al, 0x5a",2-byte
0c5b,"or al, 0x5b",2-byte
0c5c,"or al, 0x5c",2-byte
0c5d,"or al, 0x5d",2-byte
0c5e,"or al, 0x5e",2-byte
0c5f,"or al, 0x5f",2-byte
0c60,"or al, 0x60",2-byte
0c61,"or al, 0x61",2-byte
0c62,"or al, 0x62",2-byte
0c63,"or al, 0x63",2-byte
0c64,"or al, 0x64",2-byte
0c65,"or al, 0x65",2-byte
0c66,"or al, 0x66",2-byte
0c67,"or al, 0x67",2-byte
0c68,"or al, 0x68",2-byte
0c69,"or al, 0x69",2-byte
0c6a,"or al, 0x6a",2-byte
0c6b,"or al, 0x6b",2-byte
0c6c,"or al, 0x6c",2-byte
0c6d,"or al, 0x6d",2-byte
0c6e,"or al, 0x6e",2-byte
0c6f,"or al, 0x6f",2-byte
0c70,"or al, 0x70",2-byte
0c71,"or al, 0x71",2-byte
0c72,"or al, 0x72",2-byte
0c73,"or al, 0x73",2-byte
0c74,"or al, 0x74",2-byte
0c75,"or al, 0x75",2-byte
0c76,"or al, 0x76",2-byte
0c77,"or al, 0x77",2-byte
0c78,"or al, 0x78",2-byte
0c79,"or al, 0x79",2-byte
0c7a,"or al, 0x7a",2-byte
0c7b,"or al, 0x7b",2-byte
0c7c,"or al, 0x7c",2-byte
0c7d,"or al, 0x7d",2-byte
0c7e,"or al, 0x7e",2-byte
0c7f,"or al, 0x7f",2-byte
0c80,"or al, 0x80",2-byte
0c81,"or al, 0x81",2-byte
0c82,"or al, 0x82",2-byte
0c83,"or al, 0x83",2-byte
0c84,"or al, 0x84",2-byte
0c85,"or al, 0x85",2-byte
0c86,"or al, 0x86",2-byte
0c87,"or al, 0x87",2-byte
0c88,"or al, 0x88",2-byte
0c89,"or al, 0x89",2-byte
0c8a,"or al, 0x8a",2-byte
0c8b,"or al, 0x8b",2-byte
0c8c,"or al, 0x8c",2-byte
0c8d,"or al, 0x8d",2-byte
0c8e,"or al, 0x8e",2-byte
0c8f,"or al, 0x8f",2-byte
0c90,"or al, 0x90",2-byte
0c91,"or al, 0x91",2-byte
0c92,"or al, 0x92",2-byte
0c93,"or al, 0x93",2-byte
0c94,"or al, 0x94",2-byte
0c95,"or al, 0x95",2-byte
0c96,"or al, 0x96",2-byte
0c97,"or al, 0x97",2-byte
0c98,"or al, 0x98",2-byte
0c99,"or al, 0x99",2-byte
0c9a,"or al, 0x9a",2-byte
0c9b,"or al, 0x9b",2-byte
0c9c,"or al, 0x9c",2-byte
0c9d,"or al, 0x9d",2-byte
0c9e,"or al, 0x9e",2-byte
0c9f,"or al, 0x9f",2-byte
0ca0,"or al, 0xa0",2-byte
0ca1,"or al, 0xa1",2-byte
0ca2,"or al, 0xa2",2-byte
0ca3,"or al, 0xa3",2-byte
0ca4,"or al, 0xa4",2-byte
0ca5,"or al, 0xa5",2-byte
0ca6,"or al, 0xa6",2-byte
0ca7,"or al, 0xa7",2-byte
0ca8,"or al, 0xa8",2-byte
0ca9,"or al, 0xa9",2-byte
0caa,"or al, 0xaa",2-byte
0cab,"or al, 0xab",2-byte
0cac,"or al, 0xac",2-byte
0cad,"or al, 0xad",2-byte
0cae,"or al, 0xae",2-byte
0caf,"or al, 0xaf",2-byte
0cb0,"or al, 0xb0",2-byte
0cb1,"or al, 0xb1",2-byte
0cb2,"or al, 0xb2",2-byte
0cb3,"or al, 0xb3",2-byte
0cb4,"or al, 0xb4",2-byte
0cb5,"or al, 0xb5",2-byte
0cb6,"or al, 0xb6",2-byte
0cb7,"or al, 0xb7",2-byte
0cb8,"or al, 0xb8",2-byte
0cb9,"or al, 0xb9",2-byte
0cba,"or al, 0xba",2-byte
0cbb,"or al, 0xbb",2-byte
0cbc,"or al, 0xbc",2-byte
0cbd,"or al, 0xbd",2-byte
0cbe,"or al, 0xbe",2-byte
0cbf,"or al, 0xbf",2-byte
0cc0,"or al, 0xc0",2-byte
0cc1,"or al, 0xc1",2-byte
0cc2,"or al, 0xc2",2-byte
0cc3,"or al, 0xc3",2-byte
0cc4,"or al, 0xc4",2-byte
0cc5,"or al, 0xc5",2-byte
0cc6,"or al, 0xc6",2-byte
0cc7,"or al, 0xc7",2-byte
0cc8,"or al, 0xc8",2-byte
0cc9,"or al, 0xc9",2-byte
0cca,"or al, 0xca",2-byte
0ccb,"or al, 0xcb",2-byte
0ccc,"or al, 0xcc",2-byte
0ccd,"or al, 0xcd",2-byte
0cce,"or al, 0xce",2-byte
0ccf,"or al, 0xcf",2-byte
0cd0,"or al, 0xd0",2-byte
0cd1,"or al, 0xd1",2-byte
0cd2,"or al, 0xd2",2-byte
0cd3,"or al, 0xd3",2-byte
0cd4,"or al, 0xd4",2-byte
0cd5,"or al, 0xd5",2-byte
0cd6,"or al, 0xd6",2-byte
0cd7,"or al, 0xd7",2-byte
0cd8,"or al, 0xd8",2-byte
0cd9,"or al, 0xd9",2-byte
0cda,"or al, 0xda",2-byte
0cdb,"or al, 0xdb",2-byte
0cdc,"or al, 0xdc",2-byte
0cdd,"or al, 0xdd",2-byte
0cde,"or al, 0xde",2-byte
0cdf,"or al, 0xdf",2-byte
0ce0,"or al, 0xe0",2-byte
0ce1,"or al, 0xe1",2-byte
